Link	bacnam	ID
Ga0133560	Snodgrassella_alvi_Sa_196	2684657323
Ga0133560	Snodgrassella_alvi_Sa_196	2684657324
Ga0133560	Snodgrassella_alvi_Sa_196	2684657325
Ga0133560	Snodgrassella_alvi_Sa_196	2684657326
Ga0133560	Snodgrassella_alvi_Sa_196	2684657327
Ga0133560	Snodgrassella_alvi_Sa_196	2684657328
Ga0133560	Snodgrassella_alvi_Sa_196	2684657329
Ga0133560	Snodgrassella_alvi_Sa_196	2684657330
Ga0133560	Snodgrassella_alvi_Sa_196	2684657331
Ga0133560	Snodgrassella_alvi_Sa_196	2684657332
Ga0133560	Snodgrassella_alvi_Sa_196	2684657333
Ga0133560	Snodgrassella_alvi_Sa_196	2684657334
Ga0133560	Snodgrassella_alvi_Sa_196	2684657335
Ga0133560	Snodgrassella_alvi_Sa_196	2684657336
