BP50_NODE_3_length_63344_cov_156_042817	BeeP-07-2013_filtered.bam	10.4597
BeeP-07-2013_NODE_47_length_1224_cov_7_928509	BeeP-07-2013_filtered.bam	17.7684
BeeP-20-2013_NODE_1_length_7781_cov_13_219107	BeeP-20-2013_filtered.bam	31.7982
BeeP-20-2013_NODE_20_length_1143_cov_7_029081	BeeP-20-2013_filtered.bam	15.7967
BP49_NODE_1_length_65331_cov_17_543582	BeeP-12-2013_filtered.bam	23.2283
BP10_NODE_167_length_2337_cov_1_171480	BeeP-06-2013_filtered.bam	10.8306
BP23_NODE_85_length_2560_cov_0_413694	BeeP-06-2013_filtered.bam	10.457
BP23_NODE_133_length_1998_cov_5_282365	BeeP-06-2013_filtered.bam	12.3731
BP23_NODE_781_length_677_cov_0_294964	BeeP-06-2013_filtered.bam	11.9724
BeeP-05-2013_NODE_207_length_1615_cov_15_985046	BeeP-06-2013_filtered.bam	11.884
BeeP-06-2013_NODE_1_length_28373_cov_138_815486	BeeP-06-2013_filtered.bam	298.0904
BeeP-06-2013_NODE_29_length_3334_cov_6_877188	BeeP-06-2013_filtered.bam	16.5663
BeeP-06-2013_NODE_36_length_3207_cov_13_949201	BeeP-06-2013_filtered.bam	32.9435
BeeP-06-2013_NODE_38_length_3105_cov_4_913474	BeeP-06-2013_filtered.bam	11.6205
BeeP-06-2013_NODE_51_length_2887_cov_4_079715	BeeP-06-2013_filtered.bam	10.8992
BeeP-06-2013_NODE_52_length_2869_cov_6_349212	BeeP-06-2013_filtered.bam	14.8759
BeeP-06-2013_NODE_55_length_2745_cov_13_562969	BeeP-06-2013_filtered.bam	31.9181
BeeP-06-2013_NODE_72_length_2463_cov_5_668064	BeeP-06-2013_filtered.bam	14.8818
BeeP-06-2013_NODE_102_length_2126_cov_8_751098	BeeP-06-2013_filtered.bam	21.1304
BeeP-06-2013_NODE_107_length_2108_cov_4_967011	BeeP-06-2013_filtered.bam	12.25
BeeP-06-2013_NODE_113_length_2073_cov_5_058116	BeeP-06-2013_filtered.bam	12.3894
BeeP-06-2013_NODE_133_length_1962_cov_4_110345	BeeP-06-2013_filtered.bam	10.6701
BeeP-06-2013_NODE_167_length_1655_cov_4_614702	BeeP-06-2013_filtered.bam	11.0936
BeeP-06-2013_NODE_179_length_1603_cov_6_266710	BeeP-06-2013_filtered.bam	13.0335
BeeP-06-2013_NODE_215_length_1395_cov_9_066009	BeeP-06-2013_filtered.bam	22.1352
BeeP-06-2013_NODE_231_length_1333_cov_4_587580	BeeP-06-2013_filtered.bam	10.5483
BeeP-06-2013_NODE_269_length_1216_cov_5_694469	BeeP-06-2013_filtered.bam	13.1807
BeeP-06-2013_NODE_282_length_1177_cov_7_468182	BeeP-06-2013_filtered.bam	16.7709
BeeP-06-2013_NODE_546_length_759_cov_5_856305	BeeP-06-2013_filtered.bam	12.67
BeeP-10-2013_NODE_18_length_2230_cov_8_431955	BeeP-06-2013_filtered.bam	22.2192
BeeP-17-2013_NODE_8_length_19907_cov_39_552295	BeeP-06-2013_filtered.bam	15.8577
BeeP-37-2013_NODE_206_length_1676_cov_3_706066	BeeP-06-2013_filtered.bam	20.9314
BeeP-45-2013_NODE_2_length_27560_cov_75_850817	BeeP-06-2013_filtered.bam	13.0616
BeeP-10-2013_NODE_2_length_6894_cov_9_716151	BeeP-10-2013_filtered.bam	24.5897
BeeP-10-2013_NODE_12_length_2859_cov_6_048167	BeeP-10-2013_filtered.bam	15.5601
BeeP-10-2013_NODE_18_length_2230_cov_8_431955	BeeP-10-2013_filtered.bam	13.1867
BeeP-09-2013_NODE_6_length_6240_cov_56_751420	BeeP-09-2013_filtered.bam	156.2322
BeeP-11-2013_NODE_21_length_35978_cov_76_160135	BeeP-09-2013_filtered.bam	40.4402
BP23_NODE_33_length_4756_cov_4_111327	BeeP-08-2013_filtered.bam	10.0074
BP23_NODE_133_length_1998_cov_5_282365	BeeP-08-2013_filtered.bam	15.81
BP49_NODE_53_length_2982_cov_0_599091	BeeP-08-2013_filtered.bam	11.6098
BeeP-08-2013_NODE_3_length_3541_cov_10_693995	BeeP-08-2013_filtered.bam	22.4726
BeeP-08-2013_NODE_7_length_2978_cov_8_323337	BeeP-08-2013_filtered.bam	14.4597
BeeP-08-2013_NODE_9_length_2773_cov_13_231454	BeeP-08-2013_filtered.bam	29.096
